SAMPLE_NUMBER,SAMPLED_DATE,SAMPLE_NAME,SAMPLING_POINT_DESCRIPTION,SITE,FACILITY,SAMPLE_TESTING_LOCATION,ANALYSIS,ANALYSIS_DESCRIPTION,ANALYTE,ANALYTE_REPORTED_NAME,FORMATTED_ENTRY,UNITS
586154,9/17/2019 6:45,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,4,ng/L
586154,9/17/2019 6:45,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
586120,9/17/2019 6:46,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
586120,9/17/2019 6:46,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,3,ng/L
586130,9/17/2019 6:50,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
586130,9/17/2019 6:50,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,4,ng/L
583844,9/17/2019 9:12,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
583844,9/17/2019 9:12,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
583846,9/17/2019 9:50,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
583846,9/17/2019 9:50,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
583842,9/17/2019 11:11,PL-MOF-INF2,Moffat Plant raw water. Effective 7/1/2018 site used for compliance sampling. Compliance data before 7/1/2018 is available on site PL-MOF-INF.,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
583842,9/17/2019 11:11,PL-MOF-INF2,Moffat Plant raw water. Effective 7/1/2018 site used for compliance sampling. Compliance data before 7/1/2018 is available on site PL-MOF-INF.,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
583840,9/17/2019 11:56,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
583840,9/17/2019 11:56,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
586053,9/24/2019 11:53,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,16,ng/L
586053,9/24/2019 11:53,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
586074,9/24/2019 12:10,RS-MR-01-I-6,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,9,ng/L
586074,9/24/2019 12:10,RS-MR-01-I-6,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
586093,9/24/2019 12:18,RS-MR-01-B-18,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,7,ng/L
586093,9/24/2019 12:18,RS-MR-01-B-18,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
609687,10/1/2019 8:52,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,THORNTON,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,6.69,ng/L
609687,10/1/2019 8:52,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,THORNTON,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<1,ng/L
609689,10/1/2019 8:57,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,THORNTON,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,6.44,ng/L
609689,10/1/2019 8:57,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,THORNTON,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<1,ng/L
609691,10/1/2019 9:02,RS-MR-01-A-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,THORNTON,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,7.23,ng/L
609691,10/1/2019 9:02,RS-MR-01-A-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,THORNTON,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<1,ng/L
586124,10/1/2019 9:21,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,THORNTON,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,2.16,ng/L
586124,10/1/2019 9:21,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,THORNTON,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<1,ng/L
586156,10/1/2019 9:23,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,THORNTON,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,2.17,ng/L
586156,10/1/2019 9:23,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,THORNTON,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<1,ng/L
586134,10/2/2019 9:46,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
586134,10/2/2019 9:46,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,3.3,ng/L
598632,10/8/2019 8:42,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
598632,10/8/2019 8:42,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,8.4,ng/L
598624,10/8/2019 9:00,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
598624,10/8/2019 9:00,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,10,ng/L
598647,10/8/2019 9:05,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
598647,10/8/2019 9:05,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,5.4,ng/L
598628,10/15/2019 10:00,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,20,ng/L
598628,10/15/2019 10:00,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),5.6,ng/L
614868,10/15/2019 10:02,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,13,ng/L
614868,10/15/2019 10:02,PL-MAR-EFF,Marston Effluent Finished Water,6100 W Quincy Ave,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
614846,10/15/2019 10:15,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,18,ng/L
614846,10/15/2019 10:15,WS-LP-021,Conduit #20 at Marston Forebay Influent,Conduit #20 at Marston Forebay Influent,Marston Forebay,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
615056,10/15/2019 10:30,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,27,ng/L
615056,10/15/2019 10:30,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
598593,10/15/2019 11:10,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,56,ng/L
598593,10/15/2019 11:10,RS-MR-01-T-1,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
598604,10/15/2019 11:20,RS-MR-01-I-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,48,ng/L
598604,10/15/2019 11:20,RS-MR-01-I-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
598613,10/15/2019 11:30,RS-MR-01-B-18,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,33,ng/L
598613,10/15/2019 11:30,RS-MR-01-B-18,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
615060,10/15/2019 14:00,PL-MAR-STW1,Marston WTP Settled Water Conduit 1,Marston WTP Settled Water Conduit 1,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,14,ng/L
615060,10/15/2019 14:00,PL-MAR-STW1,Marston WTP Settled Water Conduit 1,Marston WTP Settled Water Conduit 1,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
615058,10/15/2019 15:00,PL-MAR-STW1,Marston WTP Settled Water Conduit 1,Marston WTP Settled Water Conduit 1,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,7.6,ng/L
615058,10/15/2019 15:00,PL-MAR-STW1,Marston WTP Settled Water Conduit 1,Marston WTP Settled Water Conduit 1,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
615063,10/15/2019 16:00,PL-MAR-STW1,Marston WTP Settled Water Conduit 1,Marston WTP Settled Water Conduit 1,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,11,ng/L
615063,10/15/2019 16:00,PL-MAR-STW1,Marston WTP Settled Water Conduit 1,Marston WTP Settled Water Conduit 1,Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
596694,10/22/2019 9:38,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<3,ng/L
596694,10/22/2019 9:38,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
596692,10/22/2019 9:56,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<3,ng/L
596692,10/22/2019 9:56,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
616282,10/22/2019 12:20,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,27,ng/L
616282,10/22/2019 12:20,PL-MAR-INF,"Marston raw, 90 inch. Effective 7/1/2018 site used for plant process control sampling rather than compliance sampling. New compliance site is PL-MAR-INF2.","Marston raw, 90 inch",Marston WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
616274,10/22/2019 12:32,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,34,ng/L
616274,10/22/2019 12:32,RS-MR-01-A-4,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
616276,10/22/2019 12:35,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,27,ng/L
616276,10/22/2019 12:35,RS-MR-01-A-8,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
616278,10/22/2019 12:37,RS-MR-01-A-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,32,ng/L
616278,10/22/2019 12:37,RS-MR-01-A-12,,Marston Reservoir Depth Sampling Location at Buoy,Marston,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
596690,10/22/2019 13:05,PL-MOF-INF2,Moffat Plant raw water. Effective 7/1/2018 site used for compliance sampling. Compliance data before 7/1/2018 is available on site PL-MOF-INF.,Moffat Plant raw water,Moffat WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<3,ng/L
596690,10/22/2019 13:05,PL-MOF-INF2,Moffat Plant raw water. Effective 7/1/2018 site used for compliance sampling. Compliance data before 7/1/2018 is available on site PL-MOF-INF.,Moffat Plant raw water,Moffat WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
596688,10/22/2019 13:57,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<3,ng/L
596688,10/22/2019 13:57,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
607567,11/5/2019 9:29,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,3.5,ng/L
607567,11/5/2019 9:29,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
607569,11/5/2019 9:47,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<3,ng/L
607569,11/5/2019 9:47,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
607565,11/5/2019 14:18,PL-MOF-INF2,Moffat Plant raw water. Effective 7/1/2018 site used for compliance sampling. Compliance data before 7/1/2018 is available on site PL-MOF-INF.,Moffat Plant raw water,Moffat WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<3,ng/L
607565,11/5/2019 14:18,PL-MOF-INF2,Moffat Plant raw water. Effective 7/1/2018 site used for compliance sampling. Compliance data before 7/1/2018 is available on site PL-MOF-INF.,Moffat Plant raw water,Moffat WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
607563,11/5/2019 14:57,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,EATON_M,6040D,Taste & Odor compounds by SPME,MIB,2-methylisoborneol (MIB),<5,ng/L
607563,11/5/2019 14:57,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,EATON_M,6040D,Taste & Odor compounds by SPME,Geosmin,Geosmin,<3,ng/L
622988,11/12/2019 11:40,RS-ST-01-20,,Strontia Springs Reservoir in front of dam.,Strontia Springs Reservoir,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
622988,11/12/2019 11:40,RS-ST-01-20,,Strontia Springs Reservoir in front of dam.,Strontia Springs Reservoir,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,4,ng/L
622982,11/12/2019 12:02,RS-ST-01-12,,Strontia Springs Reservoir in front of dam.,Strontia Springs Reservoir,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
622982,11/12/2019 12:02,RS-ST-01-12,,Strontia Springs Reservoir in front of dam.,Strontia Springs Reservoir,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,4,ng/L
607568,11/19/2019 9:10,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
607568,11/19/2019 9:10,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,2,ng/L
607570,11/19/2019 9:38,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
607570,11/19/2019 9:38,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,3,ng/L
607566,11/19/2019 13:40,PL-MOF-INF2,Moffat Plant raw water. Effective 7/1/2018 site used for compliance sampling. Compliance data before 7/1/2018 is available on site PL-MOF-INF.,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
607566,11/19/2019 13:40,PL-MOF-INF2,Moffat Plant raw water. Effective 7/1/2018 site used for compliance sampling. Compliance data before 7/1/2018 is available on site PL-MOF-INF.,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
607564,11/19/2019 14:23,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
607564,11/19/2019 14:23,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
625915,11/20/2019 12:25,WS-UP-005,S. Platte River outlet @ Cheesman Res. @ gauging station,South Platte River below Cheesman Reservoir,,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<2,ng/L
625915,11/20/2019 12:25,WS-UP-005,S. Platte River outlet @ Cheesman Res. @ gauging station,South Platte River below Cheesman Reservoir,,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<2,ng/L
619978,12/3/2019 9:19,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
619978,12/3/2019 9:19,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,5,ng/L
619980,12/3/2019 10:47,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
619980,12/3/2019 10:47,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,3,ng/L
619974,12/3/2019 12:53,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
619974,12/3/2019 12:53,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,1,ng/L
619976,12/3/2019 13:38,PL-MOF-INF2,Moffat Plant raw water. Effective 7/1/2018 site used for compliance sampling. Compliance data before 7/1/2018 is available on site PL-MOF-INF.,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
619976,12/3/2019 13:38,PL-MOF-INF2,Moffat Plant raw water. Effective 7/1/2018 site used for compliance sampling. Compliance data before 7/1/2018 is available on site PL-MOF-INF.,Moffat Plant raw water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,<1,ng/L
619979,12/17/2019 9:47,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
619979,12/17/2019 9:47,PL-FTH-EFF,Foothills Plant Effluent,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,8,ng/L
619981,12/17/2019 10:07,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
619981,12/17/2019 10:07,PL-FTH-INF,Foothills Plant raw water. Effective 7/1/2018 site used for routine monitoring and plant process control sampling. New compliance site is PL-FTH-HW.,6730 N. Rampart Range Rd.,Foothills WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",Geosmin,Geosmin,6,ng/L
619975,12/17/2019 14:11,PL-MOF-EFF,10901 W. 20th Ave.,Moffat SP5 Finished Water,Moffat WTP,WQ_LAB,6040E,"Taste & Odor Compounds by SPME, CI GC/MS/MS",MIB,2-methylisoborneol (MIB),<1,ng/L
